COD,Name,Date,Validity,Description,Category,Social,Byproducts,Deviance,Francoism (until 1978),Constitution (after 1978),European Union (after 1985),Crisis (After 2007),Population (Biopolitics),How - Population,Security (Conduct),How - Security,Territory (Sovereignty),How - territory,Ecology,How - ecology,Economics,How - economics,Terrorism,How - terrorism,Toxicity,How - toxicity,Gender,How - gender,Sexuality,How - sexuality,Race,How - race,Class,How - class
ECDMT_18,DIRECTIVA 96/61/CE DEL CONSEJO de 24 de septiembre de 1996 relativa a la prevencion y al control integrados de la contaminacion,24/09/1996,1996-2006,Hidrocarburos persistentes y sustancias organicas toxicas persistentes y bioa- cumulables,O,No,"Yes, Sustancias",No,No,Yes,Yes,No,Yes,"Crecimiento_económico_progreso_desarrollo, Persona_jurídica, Riesgo_salud_humana, Salud_vidas_humanas, Necesidades_socioeconómicas_ecológicas",Yes,"Polluters_pay, Sistema_de_prevención, Riesgo_potencial",Yes,"Combate_defensa_vigilancia, Europa, Territorio_nacional_estado_miembro, Actividades_económicas, Communidad_interconectada",Yes,"Medio_ambiente, Protección_medioambiental, Sostenibilidad, Medio_recurso_natural, Protección_agua_medio_marino, Emisiones_atmósfera_agua_suelo, Atmósfera, Suelo, Necesidades_socioeconómicas_ecológicas ",Yes,"Petróleo, Estructuras_industriales_comerciales, Gas_natural, Actividad_económica, Necesidades_socioeconómicas_ecológicas",No,No,Yes,"Contaminación, Petróleo, Contaminación_hidrocarburos, Vertidos_Fábricas, Sustancias_contaminantes, Gas, Almacenamiento_tratamiento_eliminación_valorización",No,No,No,No,No,No,No,No
DMRDMT_10,"Real Decreto 952/1997, de 20 de junio, por el que se modifica el Reglamento para la ejecución de la Ley 20/1986, de 14 de mayo, Básica de Residuos Tóxicos y Peligrosos, aprobado mediante Real Decreto 833/1988, de 20 de julio.",20/06/1997,1997-2015,«8. No mezclar las diferentes categorías de residuos tóxicos y peligrosos ni éstos con residuos que no tienen la consideración de tóxicos y peligrosos.,O,No,"Yes, Residuos",No,No,Yes,Yes,Yes,Yes,"Riesgo_salud_humana, Salud_vidas_humanas",Yes,Categorías_riesgos,Yes,"Europa, España",Yes,"Medio_ambiente, Protección_medioambiental",Yes,Byproducts,No,No,Yes,"Vertidos_Fábricas, Sustancias_tóxicas, Sustancias_contaminantes, Sustancias_peligrosas, Almacenamiento_tratamiento_eliminación_valorización, Reciclado_recuperación_valorización, Tóxico_para_reproducción, Minimización, Almacenamiento_tratamiento_eliminación_valorización",No,No,No,No,No,No,No,No
DMRDMO_10,"Real Decreto 1253/1997, de 24 de julio, sobre condiciones mínimas exigidas a los buques que transporten mercancías peligrosas o contaminantes, con origen o destino en puertos marítimos nacionales.",24/07/1997,1997-2004," En los últimos años el transporte marítimo ha experimentado un importante aumento del volumen de mercancías peligrosas y contaminantes transportadas, con la consiguiente elevación de los riesgos de accidentes. Dicha circunstancia resulta especialmente preocupante en España, dada la gran extensión de su litoral y su dependencia de los recursos naturales que proporciona el mar, así como también por las potenciales repercusiones negativas que podrían derivarse para su política turística. ",O,No,No,"Yes, General",No,Yes,Yes,No,No,No,Yes,"Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,"Destrucción_fauna_flora, Europa, Puerto_nacional, Seguridad_marítima",Yes,Medio_ambiente,Yes,Industria_turística,No,No,Yes,"Contaminación_hidrocarburos, Destrucción_fauna_flora, Byproducts, Mercancía_peligrosa, Mercancía_contaminante, Riesgo_accidente, Contaminación_sustancias_nocivas, Contaminación_sustancias_perjudiciales",No,No,No,No,No,No,No,No
DICMO_2,"MARPOL 73/78 (97 ext.): Instrumento de Adhesión de España al Protocolo de 1997 que enmienda el Convenio Internacional para prevenir la contaminación por los buques, 1973, modificado por el Protocolo de 1978, hecho en Londres el 26 de septiembre de 1997. ",26/09/1997,2004-2015,"Added in 2004, this is the 1997 Protocol that amends International Convention for the Prevention of Pollution from Ships, 1973 as modified by the Protocol of 1978 / Convenio para prevenir la contaminación por los buque. Addittion: Anexi VI: Reglas para prevenir la contaminación atmosférica ocasionada por los buques",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,"Riesgo_salud_humana, Peligro_Salud_hombre",Yes,"Responsabilidad_del_certificado, Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,"España, Global, Seguridad_marítima, Gobierno",Yes,"Medio_ambiente, Condiciones_ecológicas, Efectos_biológicos_perjudiciales",Yes,Indemnización_compensatoria,No,No,Yes,"Petróleo, Contaminación_hidrocarburos, Contaminación_aguas_mar, Destrucción_fauna_flora, Efectos_nocivos_Sustancias_nocivas, Vertidos_buques, Byproducts, Toxicidad, Sustancias_tóxicas, Afecta_alimentos, Crudo, Mercancía_peligrosa, Intoxicación_salud_hombre, Contaminación_aguas_sucias, Contaminación_atmosférica",No,No,No,No,No,No,No,No
ECTMA_2,TREATY OF AMSTERDAM AMENDING THE TREATY ON EUROPEAN UNION,02/10/1997,1997-2001,"‘DETERMINED to promote economic and social progress for their peoples, taking into account the principle of sustainable development and within the context of the accom- plishment of the internal market and of reinforced cohesion and environmental protection, and to implement policies ensuring that advances in economic integration are accom- panied by parallel progress in other fields,’",F,Yes,No,Yes,No,Yes,Yes,No,Yes,"Mejorar_calidad_de_vida, Afecta_trabajadores, Afecta_población, Crecimiento_económico_progreso_desarrollo, Creación_de_empleo, Persona_jurídica, Población_infantil, Amenaza_seguridad_de_personas, Justicia_social, Desarrollo_socioeconómico, Persona_natural_física, Ciudadano_comunitario, Democracia, Derechos_humanos, Paz, Afecta_criminal, Cohesión_económica_social",Yes,"Sistema_de_prevención, Programación_social_económica, Información_estadística",Yes,"Combate_defensa_vigilancia_lucha, Combate_defensa_vigilancia, Europa, Global, Territorio_nacional_estado_miembro, Mercado_interior, Persona_jurídica, Frontera_externa, Policía, Europol, Seguridad_interna, Cross_border",Yes,"Protección_medioambiental, Sostenibilidad",Yes,"Competitividad, Libre_comercialización_circulación, Mercado_europeo_mercado_común, Crecimiento_económico_progreso_desarrollo, Competencia, Política_monetaria, Sostenibilidad, Reducir_inflación, Defensa_de_la_competencia",Yes,Terrorismo,Yes,"Peligro_para_sistema_financiero, Prácticas_restrictivas_de_competencia, Afecta_criminal, Extradición, Crimen, Tráfico_drogas, Drogas_ilegales",Yes,Gender_equality,No,No,Yes,"Inmigración, Inmigración_ilegal, Racismo, Xenofobia, Applicant_for_asylum_seeker, Residencia_ilegal, Residente_ilegal, Repatriación",No,No
DMRDMO_18,"Real Decreto 1914/1997, de 19 de diciembre, por el que se establecen las condiciones de acceso de terceros a las instalaciones de recepción, regasificación, almacenamiento y transporte de gas natural.",19/12/1997,1997-2001," La Administración General del Estado, a través del Ministerio de Industria y Energía, es competente para el otorgamiento de las concesiones y autorizaciones de los proyectos de la red nacional de gasoductos, conexiones internacionales y establecimiento de las plantas de regasificación de gas natural licuado susceptibles de alimentar la red nacional de gasoductos. Asimismo, el Estado tiene las competencias sobre la planificación económica y las bases del régimen energético atribuidas por el artículo 149.1.13.a y 25.a de la Constitución. ",O,Yes,No,No,No,Yes,Yes,No,Yes,"Equilibrio_económico_financiero, Emergencia_seguridad_salud_públicos",No,No,Yes,"Europa, Red_nacional_gasoductos, Mercado_español_economía, España",No,No,Yes,"Gas_natural, Energía, Servicio_público, Mercado_europeo_mercado_común",No,No,No,No,No,No,No,No,No,No,No,No
DMLMT_3,"Ley 10/1998, de 21 de abril, de Residuos.",21/04/1998,1998-2011,"A la entrada en vigor de esta Ley quedan derogadas las siguientes disposiciones: Ley 42/1975, de 19 de noviembre, sobre desechos y residuos sólidos urbanos.Ley 20/1986, de 14 de mayo, básica de Residuos Tóxicos y Peligrosos.",O,No,"Yes, Residuos",No,No,Yes,Yes,Yes,Yes,"Riesgo_salud_humana, Salud_vidas_humanas",Yes,"Responsabilidad_Civil, Responsabilidad_gobierno, Polluters_pay, Sistema_de_prevención, Responsabilidad_penal, Categorías_riesgos",Yes,"Europa, España, Communidad_interconectada",Yes,"Medio_ambiente, Protección_medioambiental, suelo",Yes,"Byproducts, Estructuras_industriales_comerciales, Entidades_financieras, Crecimiento_económico_progreso_desarrollo, Mercado",No,No,Yes,"Contaminación, Vertidos_Fábricas, Sustancias_tóxicas, Sustancias_contaminantes, Sustancias_peligrosas, Almacenamiento_tratamiento_eliminación_valorización, Reciclado_recuperación_valorización, Minimización, Almacenamiento_tratamiento_eliminación_valorización",No,No,No,No,No,No,No,No
VPRDMA_4,"Real Decreto 1186/1998, de 12 de junio, sobre medidas de financiación de actuaciones protegidas en materia de vivienda y suelo del Plan 1998-2001.",12/06/1998,1998-2001," La acción estatal en materia de vivienda, a través de planes de carácter plurianual, tiene ya una larga tradición en España. Al Estado le corresponde en esta materia las competencias atribuidas por el artículo 149.1.13.a de la Constitución, referidas a las bases y coordinación de la planificación general de la actividad económica, en tanto que la vivienda constituye un sector económico de gran importancia, y además de profunda transcendencia y repercusión social. ",F,No,Yes,No,No,Yes,Yes,No,Yes,"Estímulo_orden_social, Esencial_para_desenvolvimiento_de_economía_española, Crecimiento_económico_progreso_desarrollo, Creación_de_empleo, Familia, Impulsar_propiedad_vivienda, Cambio_social, Afecta_jovenes, Afecta_Deudor_hipotecario, Impulsar_mercado_hipotecario_préstamos_hipotecarios, Alquiler_social, Clase_media, Clases_económicamente_más_débiles",Yes,Sujetos_obligados_al_pago,Yes,"Europa, Mercado_español_economía, España, Función_esencial",No,No,Yes,"Mercado_europeo_mercado_común, Flexibilización, Crecimiento_económico_progreso_desarrollo, Estabilidad_macroéconómica_financiera, Política_de_vivienda, Compra_venta, Afecta_mercado, Política_crediticia_sistema_crediticio, Viviendas_protección_estatal, Sistema_financiero, Mercado_hipotecario, Sector_inmobiliario_mercado, Hipoteca, Expansión_crédito_hipotecario, Sector_hipotecario",No,No,Yes,Privación_vivienda,No,No,No,No,No,No,Yes,"Afecta_Deudor_hipotecario, Clase_media, Clases_económicamente_más_débiles"
ECDMO_14,"DIRECTIVA 98/30/CE del Parlamento Europeo y del Consejo, de 22 de junio de 1998, sobre normas comunes para el mercado interior del gas natural.",22/06/1998,1998-2003,"2) «red de gasoductos previa»: todo gasoducto o red de gasoductos explotados o construidos como parte de un centro de producción de petróleo o de gas, o utilizados para transportar gas natural de uno o más de dichos centros a una planta o terminal de transformación o a una terminal final costera de descarga; ",O,Yes,No,No,No,Yes,Yes,No,Yes,Proteger_el_interés_económico_general,No,No,Yes,"Mercado_interior, Communidad_interconectada",Yes,"Medio_ambiente, Protección_medioambiental",Yes,"Hidrocarburos, Consumidor_productor, Petróleo, Competitividad, Gas_natural, Energía, Servicio_público, Libre_comercialización_circulación, Liberalización, Mercado_europeo_mercado_común",No,No,Yes,Seguridad_instalaciones,No,No,No,No,No,No,No,No
DMLMO_4,"Ley 34/1998, de 7 de octubre, del sector de hidrocarburos.",07/10/1998,1998-2015,"La presente Ley tiene por objeto renovar, integrar y homogeneizar la distinta normativa legal vigente en materia de hidrocarburos. Se pretende, por tanto, conseguir una regulación más abierta, en la que los poderes públicos salvaguarden los intereses generales a través de la propia normativa, limitando su intervención directa en los mercados cuando existan situaciones de emergencia. […] La presente Ley persigue proporcionar un tratamiento integrado a una industria verticalmente articulada. Desde la producción de hidrocarburos en un yacimiento subterráneo hasta su consumo en el motor de un vehículo, en la calefacción de una vivienda o en un proceso industrial, se producen o pueden producirse una serie de transacciones económicas y de procesos físicos de transformación, tratamiento o simplemente de transporte que merecen una consideración global, puesto que forman parte de una actividad económica que, aunque segmentable, responde a una concepción integrada. Esta integración debe facilitar un tratamiento equilibrado de las diferentes actividades reguladas en esta Ley y permitir mantener una sustancial homogeneidad en la forma de abordar problemas similares.",O,Yes,No,No,No,Yes,Yes,Yes,Yes,"Esencial_para_desenvolvimiento_de_economía_española, Consumidores_usuarios, Abastecimiento_energético, Mejorar_calidad_de_vida, Emergencia_Amenaza_seguridad_de_personas",Yes,"Responsabilidad_Civil, Estado_responsable",Yes,"Europa, España, Global, Territorio_nacional_estado_miembro",Yes,"Medio_ambiente, Impactos_medioambientales, Protección_recursos_marinos_vivo, Protección_medioambiental",Yes,"Hidrocarburos, Factor_industrial_básico, Estímulo_orden_económico, Byproducts, Consumidor_productor,  Petróleo, Estructuras_industriales_comerciales, Gas_natural, Energía, Libre_comercialización_circulación, Liberalización, Estado_regulador_no_ejecutor",No,No,Yes,Seguridad_instalaciones,No,No,No,No,No,No,No,No
DMLMA_31,"Ley 37/1998, de 16 de noviembre, de reforma de la Ley 24/1988, de 28 de julio, del Mercado de Valores.",16/11/1998,1998-2015,"el dere- cho de toda empresa de servicios de inversion a acceder a cualquier mercado en condicion de miembro, y, en segundo lugar, la posibilidad igualmente de acceso o adhesion a los sistemas de compensacion y liquidacion. En cuanto a las reglas sobre el funcionamiento de los mercados, la Directiva de Servicios de Inversion parte de una clasificacion de los mercados que distingue entre regulados y no regulados. La diferenciacion se asienta en que un mercado regulado, ademas de gozar de dicha condicion por un reconocimiento expreso de Estado miembro, tiene tal caracter por cumplir unos requisitos de organizacion, funcionamiento, admision de instru- mentos financieros a negociacion, publicidad y trans- parencia que determinan una estructura asentada en las reglas de minimos que se preven en el acervo comu- nitario.",F,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,"Sistema_de_prevención, Límites_prudenciales, Normas_corrección_de_conducta",Yes,"España, Mercado_interior",No,No,Yes,"Monopolio, Indemnización_compensatoria, Entidades_financieras_crédito, Mercado_europeo_mercado_común, Flexibilización, Competencia, Nuevos_productos, Crédito, Mercado_valores, Mercado_financiero",No,No,Yes,Conducta_restrictiva_infractora,No,No,No,No,No,No,No,No
DMLMA_19,"Ley 1/1999, de 5 de enero, reguladora de las Entidades de Capital-Riesgo y de sus sociedades gestoras.",05/01/1999,1999-2005,"El Capital-Riesgo es una actividad financiera consistente en proporcionar recursos a medio y largo plazo, pero sin vocación de permanencia ilimitada, a empresas que presentan dificultades para acceder a otras fuentes de financiación. La presente Ley viene a establecer un marco jurídico estable y completo a las entidades de capital-riesgo españolas.",F,No,Yes,No,No,Yes,Yes,No,Yes,"Crecimiento_económico_progreso_desarrollo, Créditos_finalidad_social, Afecta_accionista_inversor",Yes,"Sistema_de_prevención, Inspecciones, Supervisión_administrativa",Yes,España,No,No,Yes,"Liberalización, Deuda, Crecimiento_económico_progreso_desarrollo, Crédito, Insolvencia, Sistema_de_crédito, Creación_empresas, Mercado_financiero, Entidad_capital_riesgo",No,No,Yes,Acciones_peligrosas_sancionables,No,No,No,No,No,No,No,No
ECAMA_3,The Schengen acquis integrated into the European Union,01/05/1999,1999-2015,"When the Amsterdam Treaty entered into force on 1 May 1999, cooperation measures hitherto in the Schengen framework were integrated into the European Union framework.The Schengen Protocol annexed to the Amsterdam Treaty lays down detailed arrangementsforthatintegrationprocess.Anannextotheprotocolspecifieswhatis meant by ‘Schengen acquis’.",F,Yes,No,No,No,Yes,Yes,Yes,Yes,"Dominio_público, Afecta_población, Riesgo_salud_humana, Salud_vidas_humanas, Libertad, Afecta_criminal",Yes,"Mecanismos_de_responsabilidad, Sistema_de_prevención, Control_riesgo_frontera_externa",Yes,"Combate_defensa_vigilancia_lucha, Combate_defensa_vigilancia, Europa, Reino_de_España, Frontera_interna, Frontera_externa, Policía, Control_frontera, Seguridad_interna, Cross_border",No,No,Yes,"Servicio_público, Libre_comercialización_circulación, Estado_regulador_no_ejecutor, Movimiento_bienes_personas",Yes,Terrorismo,Yes,"Toxicidad, Sustancias_tóxicas, Afecta_criminal, Crimen, Tráfico_drogas, Drogas_ilegales, Movimiento_no_autorizado_de_capital, Obstáculos_movimiento_libre",Yes,"Gender_equality, Contra_discriminación",No,No,Yes,"Inmigración, Inmigración_ilegal, Applicant_for_asylum_seeker, Extranjero",No,No
ECPMA_1,Financial Services Action Plan,11/05/1999,1999-2005,Action Plan for single financial marke,F,Yes,No,No,No,Yes,Yes,No,Yes,"Consumidores_usuarios, Afecta_población, Protección_del_consumidor, Creación_de_empleo, Afecta_accionista_inversor, Afecta_Deudor, Modernización, Afecta_acreedor, Cultura_empresarial_emprendimiento",Yes,"Buenas_prácticas, Límites_prudenciales, Incertidumbre, Normas_corrección_de_conducta, Supervisión_administrativa, Riesgo_insolvencia, Riesgo_sistémico",Yes,"Territorio_nacional_estado_miembro, Frontera_interna, Seguridad_interna, Seguridad",No,No,Yes,"Competitividad, Urgencia, Actividad_empresas, Entidades_financieras_crédito, Mercado_europeo_mercado_común, Eficiencia, Estado_regulador_no_ejecutor, Flexibilización, Reforma_estructural, Afecta_mercado, Crédito, Política_monetaria, Insolvencia, Inversión, Creación_empresas, Mercado_financiero, Entidad_capital_riesgo, Sistema_bancario, Regimen_económico_financiero",No,No,Yes,"Prácticas_que_incrementen_riesgo_insolvencia, Manipulación_ilegal_mercado",No,No,No,No,No,No,No,No
ECDMT_2,"Directiva 1999/45/CE del Parlamento Europeo y del Consejo, de 31 de mayo de 1999, sobre la aproximación de las disposiciones legales, reglamentarias y administrativas de los Estados miembros relativas a la clasificación, el envasado y el etiquetado de preparados peligrosos.",31/05/1999,1999-2008,"la clasificación, el envasado y el etiquetado de los preparados peligrosos",O,No,"Yes, Preparados",No,No,Yes,Yes,Yes,Yes,"Consumidores_usuarios, Afecta_usuario, Afecta_población, Riesgo_salud_humana, Peligro_Salud_hombre, Responsabilidades_ Persona_física_jurídica , Salud_vidas_humanas, Población_infantil, Seguridad_salud_públicos",Yes,"Responsabilidades_ Persona_física_jurídica , Estado_responsable, Categorías_riesgos, Evaluación_riesgo, Buenas_prácticas",Yes,"Global, Territorio_nacional_estado_miembro, Mercado_interior",Yes,"Medio_ambiente, Impactos_medioambientales, Protección_medioambiental, Protección_agua_medio_marino",Yes,"Byproducts, Estructuras_industriales_comerciales, Libre_comercialización_circulación, Competencia, Nuevos_productos, Afecta_mercado",No,No,Yes,"Efectos_nocivos_sustancias_nocivas, Toxicidad, Sustancias_peligrosas, Ecotoxicidad, Tóxico_para_reproducción",No,No,No,No,No,No,No,No
DMAMO_1,"APLICACIÓN provisional del Acuerdo entre España y el Fondo Internacional de Indemnización de daños causados por la Contaminación de Hidrocarburos, hecho en Londres el 9 de junio de 1999.",12/01/2000,2000-2000,"Que España se compromete a no invocar prescripción en el supuesto que los órganos del Fondo decidieran iniciar acciones judiciales contra España para recobrar el 50 por 100 de las cantidades pagadas y a pagar por el Fondo en compensación como resultado del siniestro del buque ""Aegean Sea"", siempre que dichas acciones judiciales se inicien antes del 12 de junio de 2000. ",O,No,No,"Yes, Aegean_sea",No,Yes,Yes,No,No,No,Yes,España_responsable,Yes,España,No,No,Yes,Indemnización_compensatoria,No,No,Yes,"Contaminación_hidrocarburos, Vertidos_buques",No,No,No,No,No,No,No,No
DMRDMA_21,"Real Decreto-ley 6/2000, de 23 de junio, de Medidas Urgentes de Intensificación de la Competencia en Mercados de Bienes y Servicios.",23/06/2000,2000-2015,"El principal objetivo de la política económica desarrollada por el Gobierno es lograr un ritmo de crecimiento económico que permita continuar aproximando los niveles de renta per cápita y de empleo de España a los de las economías más desarrolladas. Para ello, la política económica debe mantener la línea ya emprendida y avanzar en el proceso de liberalización y flexibilización del marco económico en el que operan los agentes productivos. La participación de nuestro país en la moneda única supone un nuevo entorno de actuación en el que se ha transferido la responsabilidad de la política monetaria al Banco Central Europeo, se ha perdido el tipo de cambio como instrumento de ganancia de competitividad nominal y la política fiscal se ajusta a los compromisos adquiridos en el Pacto de Estabilidad y Crecimiento.",F,Yes,No,No,No,Yes,Yes,No,Yes,"Consumidores_usuarios, Estabilidad_macroéconómica_financiera, Acceso_generalizado_de_nuestra_población_a_sociedad_del_conocimiento, Desequilibrios, Renta_per_cápita_y_de_empleo",Yes,Responsabilidades_ Persona_física_jurídica,Yes,"Europa, Mercado_español_economía, España, Economías más desarrolladas, Banco_central_europeo",No,No,Yes,"Hidrocarburos, Byproducts, Consumidor_productor, Petróleo, Competitividad, Gas_natural, Energía, Liberalización, Flexibilización, Crecimiento_económico_progreso_desarrollo, Economías_desarrolladas, Estabilidad_macroéconómica",No,No,No,No,No,No,No,No,No,No,No,No
ECDECMT_1,"2000/479/CE: Decisión de la Comisión, de 17 de julio de 2000, relativa a la realización de un inventario europeo de emisiones contaminantes (EPER) con arreglo al artículo 15 de la Directiva 96/61/CE del Consejo relativa a la prevención y al control integrados de la contaminación (IPPC) [notificada con el número C(2000) 2004] (Texto pertinente a efectos del EEE) ",17/07/2000,2000-2015,El informe debera incluir las emisiones a la atmosfera y al agua de todos los contaminantes cuyos valores limite umbrales se hayan superado; tanto los contaminantes como los valores limite umbrales se especifican en el anexo A1.,O,No,"Yes, Sustancias",No,No,No,Yes,Yes,No,No,No,No,Yes,"Europa, Territorio_nacional_estado_miembro",Yes,Emisiones_atmósfera_agua_suelo ,Yes,Byproducts,No,No,Yes,"Contaminación, Byproducts",No,No,No,No,No,No,No,No
ERDMO_5,"REAL DECRETO 1415/2000, de 21 de julio, por el que se desarrolla la estructura organica basica del Ministerio de Medio Ambiente.",21/07/2000,2000-2004,"El seguimiento del otorgamiento de autorizacio- nes de vertido al medio hidrico continental que se realice por los Organismos de cuenca, y la gestion, a traves de dichos Organismos, de los canones correspondientes establecidos en la Ley de Aguas.",O,Yes,No,No,No,Yes,Yes,Yes,Yes,Dominio_público,Yes,"Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,"Nuestras_costas_playas, Combate_defensa_vigilancia_lucha, Europa, España",Yes,"Protección_medioambiental, Protección_agua_medio_marino",Yes,"Hidrocarburos , Servicio_público, Infraestructura_hidráulica, Actividad_económica",No,No,Yes,"Contaminación_aguas_mar, Seguridad_instalaciones, Contaminación_sustancias_nocivas, Contaminación_sustancias_perjudiciales, Contaminación_medioambiente",No,No,No,No,No,No,No,No
ECDMO_2," Directiva 2000/60/CE del Parlamento Europeo y del Consejo, de 23 de octubre de 2000, por la que se establece un marco comunitario de actuación en el ámbito de la política de aguas",23/10/2000,2000-2008,"(16) Es necesaria una mayor integración de la protección y la gestión sostenible del agua en otros ámbitos políticos comunitarios, tales como las políticas en materia de energía, transporte, agricultura, pesca, política regional y turismo. La presente Directiva sentará las bases de un diálogo continuado y de la elaboración de estrategias encaminadas a reforzar la integración de los diferentes ámbitos políticos. La presente Directiva puede aportar también una importante contribución a otros ámbitos de cooperación entre los Estados miembros, como la Perspectiva del desarrollo territorial europeo.",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,"Emergencia_seguridad_salud_públicos, Emergencia_Amenaza_seguridad_de_personas, Salud_pública, Salud_vidas_humanas, Necesidades_socioeconómicas_ecológicas",Yes,"Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,Europa,Yes,"Medio_ambiente, Impactos_medioambientales, Protección_medioambiental, Condiciones_ecológicas, Sistema_ecológico, Necesidades_socioeconómicas_ecológicas",Yes,Necesidades_socioeconómicas_ecológicas,No,No,Yes,"Petróleo, Contaminación_hidrocarburos, Contaminación_aguas_mar, Destrucción_fauna_flora, Efectos_nocivos_Sustancias_nocivas, Vertidos_buques, Vertidos_Fábricas, Toxicidad, Sustancias_tóxicas, Riesgo_accidente, Contaminación_sustancias_nocivas, Contaminación_sustancias_perjudiciales, Intoxicación_salud_hombre, Contaminación_medioambiente, Ecotoxicidad",No,No,No,No,No,No,No,No
ECDEMO_6,6_Decisión Sexto Programa de Acción de la Comunidad Europea en materia de Medio Ambiente,24/01/2001,2001-2010,"El Programa tiene por objeto lograr un nivel elevado de proteccion del medio ambiente y de la salud humana y una mejora general del medio ambiente y la calidad de vida, enuncia unas prioridades para la dimension medioambiental de la estrategia de desarrollo sostenible, y debe ser tenido en cuenta al proponer acciones en el marco de la estrategia.",O,No,Yes,"Yes, General",No,Yes,Yes,Yes,Yes,"Equilibrio_económico_financiero, Consumidores_usuarios, Mejorar_calidad_de_vida, Crecimiento_económico_progreso_desarrollo, Riesgo_salud_humana, Salud_vidas_humanas, Bienestar_social, Necesidades_socioeconómicas_ecológicas",Yes,"Polluters_pay, Mecanismos_de_responsabilidad, Sistema_de_prevención, Evaluación_riesgo, Riesgo_potencial",Yes,"Destrucción_fauna_flora,Combate_defensa_vigilancia_lucha, Europa, Europa, Global, Territorio_nacional_estado_miembro",Yes,"Medio_ambiente, Protección_recursos_marinos_vivos, Protección_medioambiental, Sostenibilidad, Medio_recurso_natural, Protección_agua_medio_marino, Cambio_climático, Emisiones_atmósfera_agua_suelo, Atmósfera, Suelo, Necesidades_socioeconómicas_ecológicas, Medio_ambiente_sano",Yes,"Byproducts, Consumidor_productor, Energía, Crecimiento_económico_progreso_desarrollo, Mercado, Necesidades_socioeconómicas_ecológicas",No,No,Yes,"Contaminación, Destrucción_fauna_flora, Vertidos_buques, Vertidos_Fábricas, Byproducts, Toxicidad, Sustancias_tóxicas, Gases_efecto_invernadero, Sustancias_peligrosas, Energía, Enfermedad, Almacenamiento_tratamiento_eliminación_valorización, Reciclado",No,No,No,No,No,No,No,No
ECTMA_3,TREATY OF NICE,26/02/2001,2001-2007,"The High Contracting Parties are determined to see the European Union play a leading role in promoting environmental protection in the Union and in international efforts pursuing the same objective at global level. Full use should be made of all possibilities offered by the Treaty with a view to pursuing this objective, including the use of incentives and instruments which are market-oriented and intended to promote sustainable development.",F,Yes,No,No,No,Yes,Yes,No,Yes,"Amenaza_seguridad_de_personas, Afecta_trabajadores, Bienestar_social, Democracia, Derechos_humanos, Libertad, Paz, Exclusión_social, Cohesión_económica_social",Yes,"Mecanismos_de_responsabilidad, Buenas_prácticas",Yes,"Combate_defensa_vigilancia_lucha, Combate_defensa_vigilancia, Mercado_interior, Frontera_externa, Seguridad_interna, Common_defense_policy, Common_foreign_security_policy, Cross_border",Yes,Catástrofe_ecológica,Yes,"Competitividad, Libre_comercialización_circulación, Liberalización, Defensa_de_la_competencia, Movimiento_bienes_personas",Yes,Terrorismo,Yes,"Afecta_criminal, Crimen, Tráfico_drogas, Drogas_ilegales",Yes,Gender_equality,No,No,No,No,No,No
ECDMA_2,Directiva 2001/24/CE,04/04/2001,2001-2006,"De conformidad con los objetivos del Tratado, conviene fomentar un desarrollo armonioso y equilibrado de las actividades economicas del conjunto de la Comunidad mediante la eliminacion de cualquier obstaculo a la libertad de establecimiento y a la libre prestacion de servicios en el interior de la Comunidad.",F,Yes,No,No,No,Yes,Yes,No,Yes,"Equilibrio_económico_financiero, Afecta_acreedor",Yes,"Supervisión_administrativa, Riesgo_insolvencia",Yes,"Europa, Territorio_nacional_estado_miembro",No,No,Yes,"Entidades_financieras_crédito, Estado_regulador_no_ejecutor, Insolvencia, Concurso",No,No,Yes,"Saneamiento, Eliminación_obstáculos_a_la_oferta, Obstáculos_movimiento_libre",No,No,No,No,No,No,No,No
DMRDMO_19,"Real Decreto 949/2001, de 3 de agosto, por el que se regula el acceso de terceros a las instalaciones gasistas y se establece un sistema económico integrado del sector de gas natural.",03/08/2001,2001-2015,"El Real Decreto-ley 6/2000, de 23 de junio, de medidas urgentes de intensificación de la competencia en mercados de bienes y servicios, establece en su artículo 8 que el Gobierno, mediante Real Decreto, aprobará en el plazo de seis meses un sistema económico integrado del sector de gas natural, que incluya el modelo para el cálculo de las tarifas de gas natural y de los peajes y cánones aplicables al uso por terceros de la red gasista, el sistema para determinar la remuneración que corresponda a cada uno de los titulares de las instalaciones gasistas y el procedimiento de reparto de los ingresos totales entre los distintos agentes que actúan en el sector gasista.",O,Yes,No,No,No,Yes,Yes,Yes,Yes,"Consumidores_usuarios, Afecta_usuario",No,No,Yes,España,No,No,Yes,"Hidrocarburos, Competitividad, Gas_natural, Energía, Liberalización",No,No,Yes,Seguridad_instalaciones,No,No,No,No,No,No,No,No
